audit_id	series_id	observation_id	affinity_extreme	source_replicate_index	consensus_pKd	consensus_source_Kd_nM	ligand_inchikey	canonical_smiles	publication_id	target_class	publication_era	site_reference_pdb_id	site_reference_ligand_comp_id	bindingdb_BindingDB Reactant_set_id	bindingdb_BindingDB Ligand Name	bindingdb_Target Name	bindingdb_Kd (nM)	bindingdb_pH	bindingdb_Temp (C)	bindingdb_Curation/DataSource	bindingdb_Article DOI	bindingdb_PMID	bindingdb_Authors	bindingdb_Institution	bindingdb_Date of publication	bindingdb_PDB ID(s) for Ligand-Target Complex
G3AUD-011	G3S-237de531113c65a9	G3S-237de531113c65a9-L0002	highest_pKd	1	5.7585632082	1600;1900	CNAFZWWRQFXBFA-UHFFFAOYSA-M	C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1	doi:10.1016/j.bmcl.2015.05.099	serum_transport_protein	2010-2016	3B9M	MYR	50386009	CHEMBL3601027	Albumin	 1600			ChEMBL	10.1016/j.bmcl.2015.05.099	26112446	Visalli, RJ; Ziobrowski, H; Badri, KR; He, JJ; Zhang, X; Arumugam, SR; Zhao, H	Mercer University	7/6/2015	
G3AUD-012	G3S-237de531113c65a9	G3S-237de531113c65a9-L0002	highest_pKd	2	5.7585632082	1600;1900	CNAFZWWRQFXBFA-UHFFFAOYSA-M	C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1	doi:10.1016/j.bmcl.2015.05.099	serum_transport_protein	2010-2016	3B9M	MYR	50386014	CHEMBL3601027	Albumin	 1900			ChEMBL	10.1016/j.bmcl.2015.05.099	26112446	Visalli, RJ; Ziobrowski, H; Badri, KR; He, JJ; Zhang, X; Arumugam, SR; Zhao, H	Mercer University	7/6/2015	
G3AUD-013	G3S-2a143dedddd90694	G3S-2a143dedddd90694-L0001	lowest_pKd	1	4.40893539297	39000	BUVXBPMTHRMSJE-UHFFFAOYSA-N	N#Cc1ccc(C(=O)CSc2nc3nc(N)[nH]c(=O)c3[nH]2)cc1	doi:10.1016/j.bmc.2014.02.022	metabolic_enzyme	2010-2016	4M5I	YH6	51209592	CHEMBL3233206	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase	 39000			ChEMBL	10.1016/j.bmc.2014.02.022	24613625	Yun, MK; Hoagland, D; Kumar, G; Waddell, MB; Rock, CO; Lee, RE; White, SW	St. Jude Children'S Research Hospital	4/1/2014	
G3AUD-014	G3S-2a143dedddd90694	G3S-2a143dedddd90694-L0009	highest_pKd	1	5.97881070093	1050	QCNSIKIMRANBNF-UHFFFAOYSA-N	NC1N=C(O)c2nc(CO)cnc2N1	doi:10.1016/j.bmc.2014.02.022	metabolic_enzyme	2010-2016	4M5I	YH6	51209599	CHEMBL3233217	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase	 1050			ChEMBL	10.1016/j.bmc.2014.02.022	24613625	Yun, MK; Hoagland, D; Kumar, G; Waddell, MB; Rock, CO; Lee, RE; White, SW	St. Jude Children'S Research Hospital	4/1/2014	
G3AUD-015	G3S-532f119ff68b2182	G3S-532f119ff68b2182-L0010	lowest_pKd	1	7.15490195999	70	ROJBUFVFGMELNB-UHFFFAOYSA-N	C=CCn1cc(CSC[C@H]2CN(Cc3c[nH]c4c(N)ncnc34)C[C@@H]2O)nn1	doi:10.1021/acs.jmedchem.8b01642	metabolic_enzyme	2017-2023	6DYZ	OS2	51247445	CHEMBL4555970	S-methyl-5'-thioadenosine phosphorylase	 70			ChEMBL	10.1021/acs.jmedchem.8b01642	30860833	Harijan, RK; Hoff, O; Ducati, RG; Firestone, RS; Hirsch, BM; Evans, GB; Schramm, VL; Tyler, PC	Albert Einstein College of Medicine	4/11/2019	
G3AUD-016	G3S-532f119ff68b2182	G3S-532f119ff68b2182-L0007	highest_pKd	1	9.20065945055	0.63	MQJBNGGMAUMWEV-UHFFFAOYSA-N	C#CCSC[C@H]1CN(Cc2c[nH]c3c(N)ncnc23)C[C@@H]1O	doi:10.1021/acs.jmedchem.8b01642	metabolic_enzyme	2017-2023	6DYZ	OS2	51247452	CHEMBL4445386	S-methyl-5'-thioadenosine phosphorylase	 0.630000			ChEMBL	10.1021/acs.jmedchem.8b01642	30860833	Harijan, RK; Hoff, O; Ducati, RG; Firestone, RS; Hirsch, BM; Evans, GB; Schramm, VL; Tyler, PC	Albert Einstein College of Medicine	4/11/2019	6DYU,6DYZ
G3AUD-017	G3S-61544361ce31eac2	G3S-61544361ce31eac2-L0007	lowest_pKd	1	5.92081875395	1200	JJMCCZLIAMHGME-UHFFFAOYSA-N	O=C(NCC(c1ccccc1)n1ccnc1)c1cnc[nH]1	doi:10.1016/j.chembiol.2007.10.011	membrane_monooxygenase	2000-2009	2WX2	TPF	153414	Azole, 5	Sterol 14-alpha demethylase	 1.2e+3	6.0000		Curated from the literature by BindingDB	10.1016/j.chembiol.2007.10.011	18022567	Lepesheva, GI; Ott, RD; Hargrove, TY; Kleshchenko, YY; Schuster, I; Nes, WD; Hill, GC; Villalta, F; Waterman, MR	Vanderbilt University	11/28/2007	
G3AUD-018	G3S-61544361ce31eac2	G3S-61544361ce31eac2-L0016	highest_pKd	1	7.69897000434	20	XMAYWYJOQHXEEK-UHFFFAOYSA-N	CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1	doi:10.1016/j.chembiol.2007.10.011	membrane_monooxygenase	2000-2009	2WX2	TPF	153428	24F2-1,25(OH)D3::Ketoconazole (k)::KTZ::1-[4-(4-{[(2R,4S)-2-(2,4-dichlorophenyl)-2-(1H-imidazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy}phenyl)piperazin-1-yl]ethan-1-one::CHEMBL75::Ketoconazole::US9138393, Ketoconozole::US9144538, Ketoconozole	Sterol 14-alpha demethylase	 2e+1	6.0000		Curated from the literature by BindingDB	10.1016/j.chembiol.2007.10.011	18022567	Lepesheva, GI; Ott, RD; Hargrove, TY; Kleshchenko, YY; Schuster, I; Nes, WD; Hill, GC; Villalta, F; Waterman, MR	Vanderbilt University	11/28/2007	3LD6,3OZW,5LI8,6AYB
G3AUD-019	G3S-7258bf496c1f8d25	G3S-7258bf496c1f8d25-L0001	lowest_pKd	1	5.04619200233	8991	AHFNDPZJODGJTG-UHFFFAOYSA-N	Cc1ccc(CN2CCC(N3Cc4cccc(C(N)=O)c4C3=O)CC2)cc1	doi:10.1021/acs.jmedchem.5b00680	nucleotide_processing_enzyme	2010-2016	4ZZY	D7N	50399078	US8877944, 31	Poly [ADP-ribose] polymerase 2	 8991			ChEMBL	10.1021/acs.jmedchem.5b00680	26222319	Papeo, G; Posteri, H; Borghi, D; Busel, AA; Caprera, F; Casale, E; Ciomei, M; Cirla, A; Corti, E; D'Anello, M; Fasolini, M; Forte, B; Galvani, A; Isacchi, A; Khvat, A; Krasavin, MY; Lupi, R; Orsini, P; Perego, R; Pesenti, E; Pezzetta, D; Rainoldi, S; Riccardi-Sirtori, F; Scolaro, A; Sola, F; Zuccotto, F; Felder, ER; Donati, D; Montagnoli, A	Nerviano Medical Sciences	9/10/2015	
G3AUD-020	G3S-7258bf496c1f8d25	G3S-7258bf496c1f8d25-L0006	highest_pKd	1	9.55284196866	0.28	FDLYAMZZIXQODN-UHFFFAOYSA-N	O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1	doi:10.1021/acs.jmedchem.5b00680	nucleotide_processing_enzyme	2010-2016	4ZZY	D7N	50393426	4-({3-[(4-cyclopropanecarbonylpiperazin-1-yl)carbonyl]-4-fluorophenyl}methyl)-1,2-dihydrophthalazin-1-one::Acylpiperazine analogue, 47::US9255106, AZD2281::Olaparib::US9187430, AZD-2281::US10174023, AZD2281::US10597399, Compound AZD2281	Poly [ADP-ribose] polymerase 2	 0.280000			ChEMBL	10.1021/acs.jmedchem.5b00680	26222319	Papeo, G; Posteri, H; Borghi, D; Busel, AA; Caprera, F; Casale, E; Ciomei, M; Cirla, A; Corti, E; D'Anello, M; Fasolini, M; Forte, B; Galvani, A; Isacchi, A; Khvat, A; Krasavin, MY; Lupi, R; Orsini, P; Perego, R; Pesenti, E; Pezzetta, D; Rainoldi, S; Riccardi-Sirtori, F; Scolaro, A; Sola, F; Zuccotto, F; Felder, ER; Donati, D; Montagnoli, A	Nerviano Medical Sciences	9/10/2015	3U9Y,4TKG,4TVJ,5DS3,7AAD,7KK4,7KKO,8HLJ
G3AUD-021	G3S-82d2cb1cb942342d	G3S-82d2cb1cb942342d-L0012	lowest_pKd	1	4.13966199343	72500	LHXWUVBOCOFXIJ-UHFFFAOYSA-N	COC(=O)c1c(O)cc(O)c(Cl)c1CCc1nccn1Cc1ccc(C)cc1OC	doi:10.1021/acs.jmedchem.6b00085	molecular_chaperone	2010-2016	5VYY	9QY	50496302	CHEMBL3805792	Heat shock protein HSP 90-alpha	 72500			ChEMBL	10.1021/acs.jmedchem.6b00085	27003516	Crowley, VM; Khandelwal, A; Mishra, S; Stothert, AR; Huard, DJ; Zhao, J; Muth, A; Duerfeldt, AS; Kizziah, JL; Lieberman, RL; Dickey, CA; Blagg, BS	The University of Kansas	4/15/2016	
G3AUD-022	G3S-82d2cb1cb942342d	G3S-82d2cb1cb942342d-L0007	highest_pKd	1	6.61978875829	240	FNMCPKMNNWNMIZ-UHFFFAOYSA-N	COC(=O)c1c(O)cc(O)c(Cl)c1CCc1nccn1Cc1ccccc1OC(C)C	doi:10.1021/acs.jmedchem.6b00085	molecular_chaperone	2010-2016	5VYY	9QY	50496299	CHEMBL3805415	Heat shock protein HSP 90-alpha	 240			ChEMBL	10.1021/acs.jmedchem.6b00085	27003516	Crowley, VM; Khandelwal, A; Mishra, S; Stothert, AR; Huard, DJ; Zhao, J; Muth, A; Duerfeldt, AS; Kizziah, JL; Lieberman, RL; Dickey, CA; Blagg, BS	The University of Kansas	4/15/2016	
G3AUD-023	G3S-83ba16a2ad335359	G3S-83ba16a2ad335359-L0004	lowest_pKd	1	4.35654732351	44000	LCAKFHXFWLOMOH-UHFFFAOYSA-N	c1ccc(N2CCC(N3CCCC3)CC2)cc1	doi:10.1039/c3md00197k	methyllysine_reader	2010-2016	4L59	1VZ	51208604	CHEMBL3134141	Lethal(3)malignant brain tumor-like protein 3	 44000			ChEMBL	10.1039/c3md00197k	24466405	Camerino, MA; Zhong, N; Dong, A; Dickson, BM; James, LI; Baughman, BM; Norris, JL; Kireev, DB; Janzen, WP; Arrowsmith, CH; Frye, SV	University of North Carolina	11/28/2013	
G3AUD-024	G3S-83ba16a2ad335359	G3S-83ba16a2ad335359-L0007	highest_pKd	1	6.39794000867	400	UQWZXIGMFNPJOM-UHFFFAOYSA-N	OCC1(CO)CN(CCc2ccc(N3CCC(N4CCCC4)CC3)cc2)C1	doi:10.1039/c3md00197k	methyllysine_reader	2010-2016	4L59	1VZ	51208573	CHEMBL3134146	Lethal(3)malignant brain tumor-like protein 3	 400			ChEMBL	10.1039/c3md00197k	24466405	Camerino, MA; Zhong, N; Dong, A; Dickson, BM; James, LI; Baughman, BM; Norris, JL; Kireev, DB; Janzen, WP; Arrowsmith, CH; Frye, SV	University of North Carolina	11/28/2013	
G3AUD-025	G3S-b6b157cccce7111a	G3S-b6b157cccce7111a-L0006	lowest_pKd	1	5.56863623584	2700	PNFMVADNCOGWME-UHFFFAOYSA-N	CCN(CCN(C)C)C(=O)CNCc1cc(C(N)=O)ccn1	doi:10.1021/acs.jmedchem.8b00261	histone_demethylase	2017-2023	5V9T	90V	50765789	KDOAM-25	Lysine-specific demethylase 5A	 2700			ChEMBL	10.1021/acs.jmedchem.8b00261	29537847	Horton, JR; Liu, X; Wu, L; Zhang, K; Shanks, J; Zhang, X; Rai, G; Mott, BT; Jansen, DJ; Kales, SC; Henderson, MJ; Pohida, K; Fang, Y; Hu, X; Jadhav, A; Maloney, DJ; Hall, MD; Simeonov, A; Fu, H; Vertino, PM; Yan, Q; Cheng, X	The University of Texas M.D. Anderson Cancer Center	4/12/2018	5A3N,5IWF
G3AUD-026	G3S-b6b157cccce7111a	G3S-b6b157cccce7111a-L0002	highest_pKd	1	6.82390874094	150	FLCRYTPTFPDXRU-UHFFFAOYSA-N	CN1CCCC1CCOC(c1cc2nccc(C(=O)O)c2[nH]1)c1ccccc1Cl	doi:10.1021/acs.jmedchem.8b00261	histone_demethylase	2017-2023	5V9T	90V	50765760	CHEMBL4081571	Lysine-specific demethylase 5A	 150			ChEMBL	10.1021/acs.jmedchem.8b00261	29537847	Horton, JR; Liu, X; Wu, L; Zhang, K; Shanks, J; Zhang, X; Rai, G; Mott, BT; Jansen, DJ; Kales, SC; Henderson, MJ; Pohida, K; Fang, Y; Hu, X; Jadhav, A; Maloney, DJ; Hall, MD; Simeonov, A; Fu, H; Vertino, PM; Yan, Q; Cheng, X	The University of Texas M.D. Anderson Cancer Center	4/12/2018	
