observation_id	series_id	component_id	scaffold_cluster_id	scaffold_cluster_size	scaffold_fold_eligible
G3S-0c2b41bb223d8483-L0002	G3S-0c2b41bb223d8483	G3-FINAL-004	G3S-0c2b41bb223d8483-SC-001	31	false
G3S-0c2b41bb223d8483-L0003	G3S-0c2b41bb223d8483	G3-FINAL-004	G3S-0c2b41bb223d8483-SC-001	31	false
G3S-0c2b41bb223d8483-L0004	G3S-0c2b41bb223d8483	G3-FINAL-004	G3S-0c2b41bb223d8483-SC-001	31	false
G3S-0c2b41bb223d8483-L0005	G3S-0c2b41bb223d8483	G3-FINAL-004	G3S-0c2b41bb223d8483-SC-001	31	false
G3S-0c2b41bb223d8483-L0006	G3S-0c2b41bb223d8483	G3-FINAL-004	G3S-0c2b41bb223d8483-SC-001	31	false
G3S-0c2b41bb223d8483-L0007	G3S-0c2b41bb223d8483	G3-FINAL-004	G3S-0c2b41bb223d8483-SC-001	31	false
G3S-0c2b41bb223d8483-L0008	G3S-0c2b41bb223d8483	G3-FINAL-004	G3S-0c2b41bb223d8483-SC-001	31	false
G3S-0c2b41bb223d8483-L0010	G3S-0c2b41bb223d8483	G3-FINAL-004	G3S-0c2b41bb223d8483-SC-001	31	false
G3S-0c2b41bb223d8483-L0011	G3S-0c2b41bb223d8483	G3-FINAL-004	G3S-0c2b41bb223d8483-SC-001	31	false
G3S-0c2b41bb223d8483-L0012	G3S-0c2b41bb223d8483	G3-FINAL-004	G3S-0c2b41bb223d8483-SC-001	31	false
G3S-0c2b41bb223d8483-L0013	G3S-0c2b41bb223d8483	G3-FINAL-004	G3S-0c2b41bb223d8483-SC-001	31	false
G3S-0c2b41bb223d8483-L0014	G3S-0c2b41bb223d8483	G3-FINAL-004	G3S-0c2b41bb223d8483-SC-001	31	false
G3S-0c2b41bb223d8483-L0015	G3S-0c2b41bb223d8483	G3-FINAL-004	G3S-0c2b41bb223d8483-SC-001	31	false
G3S-0c2b41bb223d8483-L0016	G3S-0c2b41bb223d8483	G3-FINAL-004	G3S-0c2b41bb223d8483-SC-001	31	false
G3S-0c2b41bb223d8483-L0017	G3S-0c2b41bb223d8483	G3-FINAL-004	G3S-0c2b41bb223d8483-SC-001	31	false
G3S-0c2b41bb223d8483-L0018	G3S-0c2b41bb223d8483	G3-FINAL-004	G3S-0c2b41bb223d8483-SC-001	31	false
G3S-0c2b41bb223d8483-L0019	G3S-0c2b41bb223d8483	G3-FINAL-004	G3S-0c2b41bb223d8483-SC-001	31	false
G3S-0c2b41bb223d8483-L0020	G3S-0c2b41bb223d8483	G3-FINAL-004	G3S-0c2b41bb223d8483-SC-001	31	false
G3S-0c2b41bb223d8483-L0021	G3S-0c2b41bb223d8483	G3-FINAL-004	G3S-0c2b41bb223d8483-SC-001	31	false
G3S-0c2b41bb223d8483-L0022	G3S-0c2b41bb223d8483	G3-FINAL-004	G3S-0c2b41bb223d8483-SC-001	31	false
G3S-0c2b41bb223d8483-L0023	G3S-0c2b41bb223d8483	G3-FINAL-004	G3S-0c2b41bb223d8483-SC-001	31	false
G3S-0c2b41bb223d8483-L0024	G3S-0c2b41bb223d8483	G3-FINAL-004	G3S-0c2b41bb223d8483-SC-001	31	false
G3S-0c2b41bb223d8483-L0025	G3S-0c2b41bb223d8483	G3-FINAL-004	G3S-0c2b41bb223d8483-SC-001	31	false
G3S-0c2b41bb223d8483-L0026	G3S-0c2b41bb223d8483	G3-FINAL-004	G3S-0c2b41bb223d8483-SC-001	31	false
G3S-0c2b41bb223d8483-L0027	G3S-0c2b41bb223d8483	G3-FINAL-004	G3S-0c2b41bb223d8483-SC-001	31	false
G3S-0c2b41bb223d8483-L0028	G3S-0c2b41bb223d8483	G3-FINAL-004	G3S-0c2b41bb223d8483-SC-001	31	false
G3S-0c2b41bb223d8483-L0029	G3S-0c2b41bb223d8483	G3-FINAL-004	G3S-0c2b41bb223d8483-SC-001	31	false
G3S-0c2b41bb223d8483-L0030	G3S-0c2b41bb223d8483	G3-FINAL-004	G3S-0c2b41bb223d8483-SC-001	31	false
G3S-0c2b41bb223d8483-L0031	G3S-0c2b41bb223d8483	G3-FINAL-004	G3S-0c2b41bb223d8483-SC-001	31	false
G3S-0c2b41bb223d8483-L0032	G3S-0c2b41bb223d8483	G3-FINAL-004	G3S-0c2b41bb223d8483-SC-001	31	false
G3S-0d6ea790d633fb5e-L0001	G3S-0d6ea790d633fb5e	G3-FINAL-005	G3S-0d6ea790d633fb5e-SC-001	32	false
G3S-0d6ea790d633fb5e-L0002	G3S-0d6ea790d633fb5e	G3-FINAL-005	G3S-0d6ea790d633fb5e-SC-001	32	false
G3S-0d6ea790d633fb5e-L0003	G3S-0d6ea790d633fb5e	G3-FINAL-005	G3S-0d6ea790d633fb5e-SC-001	32	false
G3S-0d6ea790d633fb5e-L0004	G3S-0d6ea790d633fb5e	G3-FINAL-005	G3S-0d6ea790d633fb5e-SC-001	32	false
G3S-0d6ea790d633fb5e-L0005	G3S-0d6ea790d633fb5e	G3-FINAL-005	G3S-0d6ea790d633fb5e-SC-001	32	false
G3S-0d6ea790d633fb5e-L0006	G3S-0d6ea790d633fb5e	G3-FINAL-005	G3S-0d6ea790d633fb5e-SC-001	32	false
G3S-0d6ea790d633fb5e-L0007	G3S-0d6ea790d633fb5e	G3-FINAL-005	G3S-0d6ea790d633fb5e-SC-001	32	false
G3S-0d6ea790d633fb5e-L0008	G3S-0d6ea790d633fb5e	G3-FINAL-005	G3S-0d6ea790d633fb5e-SC-001	32	false
G3S-0d6ea790d633fb5e-L0009	G3S-0d6ea790d633fb5e	G3-FINAL-005	G3S-0d6ea790d633fb5e-SC-001	32	false
G3S-0d6ea790d633fb5e-L0010	G3S-0d6ea790d633fb5e	G3-FINAL-005	G3S-0d6ea790d633fb5e-SC-001	32	false
G3S-0d6ea790d633fb5e-L0011	G3S-0d6ea790d633fb5e	G3-FINAL-005	G3S-0d6ea790d633fb5e-SC-001	32	false
G3S-0d6ea790d633fb5e-L0012	G3S-0d6ea790d633fb5e	G3-FINAL-005	G3S-0d6ea790d633fb5e-SC-001	32	false
G3S-0d6ea790d633fb5e-L0013	G3S-0d6ea790d633fb5e	G3-FINAL-005	G3S-0d6ea790d633fb5e-SC-001	32	false
G3S-0d6ea790d633fb5e-L0014	G3S-0d6ea790d633fb5e	G3-FINAL-005	G3S-0d6ea790d633fb5e-SC-001	32	false
G3S-0d6ea790d633fb5e-L0015	G3S-0d6ea790d633fb5e	G3-FINAL-005	G3S-0d6ea790d633fb5e-SC-001	32	false
G3S-0d6ea790d633fb5e-L0016	G3S-0d6ea790d633fb5e	G3-FINAL-005	G3S-0d6ea790d633fb5e-SC-001	32	false
G3S-0d6ea790d633fb5e-L0017	G3S-0d6ea790d633fb5e	G3-FINAL-005	G3S-0d6ea790d633fb5e-SC-001	32	false
G3S-0d6ea790d633fb5e-L0018	G3S-0d6ea790d633fb5e	G3-FINAL-005	G3S-0d6ea790d633fb5e-SC-001	32	false
G3S-0d6ea790d633fb5e-L0019	G3S-0d6ea790d633fb5e	G3-FINAL-005	G3S-0d6ea790d633fb5e-SC-001	32	false
G3S-0d6ea790d633fb5e-L0020	G3S-0d6ea790d633fb5e	G3-FINAL-005	G3S-0d6ea790d633fb5e-SC-001	32	false
G3S-0d6ea790d633fb5e-L0021	G3S-0d6ea790d633fb5e	G3-FINAL-005	G3S-0d6ea790d633fb5e-SC-001	32	false
G3S-0d6ea790d633fb5e-L0022	G3S-0d6ea790d633fb5e	G3-FINAL-005	G3S-0d6ea790d633fb5e-SC-001	32	false
G3S-0d6ea790d633fb5e-L0023	G3S-0d6ea790d633fb5e	G3-FINAL-005	G3S-0d6ea790d633fb5e-SC-001	32	false
G3S-0d6ea790d633fb5e-L0024	G3S-0d6ea790d633fb5e	G3-FINAL-005	G3S-0d6ea790d633fb5e-SC-001	32	false
G3S-0d6ea790d633fb5e-L0025	G3S-0d6ea790d633fb5e	G3-FINAL-005	G3S-0d6ea790d633fb5e-SC-001	32	false
G3S-0d6ea790d633fb5e-L0026	G3S-0d6ea790d633fb5e	G3-FINAL-005	G3S-0d6ea790d633fb5e-SC-001	32	false
G3S-0d6ea790d633fb5e-L0027	G3S-0d6ea790d633fb5e	G3-FINAL-005	G3S-0d6ea790d633fb5e-SC-001	32	false
G3S-0d6ea790d633fb5e-L0028	G3S-0d6ea790d633fb5e	G3-FINAL-005	G3S-0d6ea790d633fb5e-SC-001	32	false
G3S-0d6ea790d633fb5e-L0029	G3S-0d6ea790d633fb5e	G3-FINAL-005	G3S-0d6ea790d633fb5e-SC-001	32	false
G3S-0d6ea790d633fb5e-L0030	G3S-0d6ea790d633fb5e	G3-FINAL-005	G3S-0d6ea790d633fb5e-SC-001	32	false
G3S-0d6ea790d633fb5e-L0031	G3S-0d6ea790d633fb5e	G3-FINAL-005	G3S-0d6ea790d633fb5e-SC-001	32	false
G3S-0d6ea790d633fb5e-L0032	G3S-0d6ea790d633fb5e	G3-FINAL-005	G3S-0d6ea790d633fb5e-SC-001	32	false
G3S-1d6a948c781cf9b6-L0002	G3S-1d6a948c781cf9b6	G3-FINAL-006	G3S-1d6a948c781cf9b6-SC-002	3	true
G3S-1d6a948c781cf9b6-L0003	G3S-1d6a948c781cf9b6	G3-FINAL-006	G3S-1d6a948c781cf9b6-SC-001	5	false
G3S-1d6a948c781cf9b6-L0004	G3S-1d6a948c781cf9b6	G3-FINAL-006	G3S-1d6a948c781cf9b6-SC-001	5	false
G3S-1d6a948c781cf9b6-L0005	G3S-1d6a948c781cf9b6	G3-FINAL-006	G3S-1d6a948c781cf9b6-SC-002	3	true
G3S-1d6a948c781cf9b6-L0006	G3S-1d6a948c781cf9b6	G3-FINAL-006	G3S-1d6a948c781cf9b6-SC-001	5	false
G3S-1d6a948c781cf9b6-L0007	G3S-1d6a948c781cf9b6	G3-FINAL-006	G3S-1d6a948c781cf9b6-SC-003	1	false
G3S-1d6a948c781cf9b6-L0008	G3S-1d6a948c781cf9b6	G3-FINAL-006	G3S-1d6a948c781cf9b6-SC-002	3	true
G3S-1d6a948c781cf9b6-L0009	G3S-1d6a948c781cf9b6	G3-FINAL-006	G3S-1d6a948c781cf9b6-SC-001	5	false
G3S-1d6a948c781cf9b6-L0010	G3S-1d6a948c781cf9b6	G3-FINAL-006	G3S-1d6a948c781cf9b6-SC-001	5	false
G3S-1f6e9ae98fcbd583-L0001	G3S-1f6e9ae98fcbd583	G3-FINAL-007	G3S-1f6e9ae98fcbd583-SC-001	22	false
G3S-1f6e9ae98fcbd583-L0002	G3S-1f6e9ae98fcbd583	G3-FINAL-007	G3S-1f6e9ae98fcbd583-SC-001	22	false
G3S-1f6e9ae98fcbd583-L0003	G3S-1f6e9ae98fcbd583	G3-FINAL-007	G3S-1f6e9ae98fcbd583-SC-001	22	false
G3S-1f6e9ae98fcbd583-L0004	G3S-1f6e9ae98fcbd583	G3-FINAL-007	G3S-1f6e9ae98fcbd583-SC-001	22	false
G3S-1f6e9ae98fcbd583-L0005	G3S-1f6e9ae98fcbd583	G3-FINAL-007	G3S-1f6e9ae98fcbd583-SC-001	22	false
G3S-1f6e9ae98fcbd583-L0006	G3S-1f6e9ae98fcbd583	G3-FINAL-007	G3S-1f6e9ae98fcbd583-SC-001	22	false
G3S-1f6e9ae98fcbd583-L0007	G3S-1f6e9ae98fcbd583	G3-FINAL-007	G3S-1f6e9ae98fcbd583-SC-001	22	false
G3S-1f6e9ae98fcbd583-L0008	G3S-1f6e9ae98fcbd583	G3-FINAL-007	G3S-1f6e9ae98fcbd583-SC-001	22	false
G3S-1f6e9ae98fcbd583-L0009	G3S-1f6e9ae98fcbd583	G3-FINAL-007	G3S-1f6e9ae98fcbd583-SC-001	22	false
G3S-1f6e9ae98fcbd583-L0010	G3S-1f6e9ae98fcbd583	G3-FINAL-007	G3S-1f6e9ae98fcbd583-SC-001	22	false
G3S-1f6e9ae98fcbd583-L0011	G3S-1f6e9ae98fcbd583	G3-FINAL-007	G3S-1f6e9ae98fcbd583-SC-001	22	false
G3S-1f6e9ae98fcbd583-L0012	G3S-1f6e9ae98fcbd583	G3-FINAL-007	G3S-1f6e9ae98fcbd583-SC-001	22	false
G3S-1f6e9ae98fcbd583-L0013	G3S-1f6e9ae98fcbd583	G3-FINAL-007	G3S-1f6e9ae98fcbd583-SC-001	22	false
G3S-1f6e9ae98fcbd583-L0014	G3S-1f6e9ae98fcbd583	G3-FINAL-007	G3S-1f6e9ae98fcbd583-SC-001	22	false
G3S-1f6e9ae98fcbd583-L0015	G3S-1f6e9ae98fcbd583	G3-FINAL-007	G3S-1f6e9ae98fcbd583-SC-001	22	false
G3S-1f6e9ae98fcbd583-L0016	G3S-1f6e9ae98fcbd583	G3-FINAL-007	G3S-1f6e9ae98fcbd583-SC-001	22	false
G3S-1f6e9ae98fcbd583-L0017	G3S-1f6e9ae98fcbd583	G3-FINAL-007	G3S-1f6e9ae98fcbd583-SC-001	22	false
G3S-1f6e9ae98fcbd583-L0018	G3S-1f6e9ae98fcbd583	G3-FINAL-007	G3S-1f6e9ae98fcbd583-SC-001	22	false
G3S-1f6e9ae98fcbd583-L0019	G3S-1f6e9ae98fcbd583	G3-FINAL-007	G3S-1f6e9ae98fcbd583-SC-001	22	false
G3S-1f6e9ae98fcbd583-L0020	G3S-1f6e9ae98fcbd583	G3-FINAL-007	G3S-1f6e9ae98fcbd583-SC-001	22	false
G3S-1f6e9ae98fcbd583-L0021	G3S-1f6e9ae98fcbd583	G3-FINAL-007	G3S-1f6e9ae98fcbd583-SC-001	22	false
G3S-1f6e9ae98fcbd583-L0022	G3S-1f6e9ae98fcbd583	G3-FINAL-007	G3S-1f6e9ae98fcbd583-SC-001	22	false
G3S-237de531113c65a9-L0001	G3S-237de531113c65a9	G3-FINAL-008	G3S-237de531113c65a9-SC-001	4	true
G3S-237de531113c65a9-L0002	G3S-237de531113c65a9	G3-FINAL-008	G3S-237de531113c65a9-SC-002	4	true
G3S-237de531113c65a9-L0003	G3S-237de531113c65a9	G3-FINAL-008	G3S-237de531113c65a9-SC-002	4	true
G3S-237de531113c65a9-L0004	G3S-237de531113c65a9	G3-FINAL-008	G3S-237de531113c65a9-SC-003	2	true
G3S-237de531113c65a9-L0005	G3S-237de531113c65a9	G3-FINAL-008	G3S-237de531113c65a9-SC-001	4	true
G3S-237de531113c65a9-L0006	G3S-237de531113c65a9	G3-FINAL-008	G3S-237de531113c65a9-SC-002	4	true
G3S-237de531113c65a9-L0007	G3S-237de531113c65a9	G3-FINAL-008	G3S-237de531113c65a9-SC-004	1	false
G3S-237de531113c65a9-L0008	G3S-237de531113c65a9	G3-FINAL-008	G3S-237de531113c65a9-SC-001	4	true
G3S-237de531113c65a9-L0009	G3S-237de531113c65a9	G3-FINAL-008	G3S-237de531113c65a9-SC-003	2	true
G3S-237de531113c65a9-L0010	G3S-237de531113c65a9	G3-FINAL-008	G3S-237de531113c65a9-SC-001	4	true
G3S-237de531113c65a9-L0011	G3S-237de531113c65a9	G3-FINAL-008	G3S-237de531113c65a9-SC-002	4	true
G3S-2a143dedddd90694-L0001	G3S-2a143dedddd90694	G3-FINAL-009	G3S-2a143dedddd90694-SC-001	11	false
G3S-2a143dedddd90694-L0002	G3S-2a143dedddd90694	G3-FINAL-009	G3S-2a143dedddd90694-SC-002	1	false
G3S-2a143dedddd90694-L0003	G3S-2a143dedddd90694	G3-FINAL-009	G3S-2a143dedddd90694-SC-001	11	false
G3S-2a143dedddd90694-L0004	G3S-2a143dedddd90694	G3-FINAL-009	G3S-2a143dedddd90694-SC-001	11	false
G3S-2a143dedddd90694-L0006	G3S-2a143dedddd90694	G3-FINAL-009	G3S-2a143dedddd90694-SC-001	11	false
G3S-2a143dedddd90694-L0007	G3S-2a143dedddd90694	G3-FINAL-009	G3S-2a143dedddd90694-SC-001	11	false
G3S-2a143dedddd90694-L0008	G3S-2a143dedddd90694	G3-FINAL-009	G3S-2a143dedddd90694-SC-001	11	false
G3S-2a143dedddd90694-L0009	G3S-2a143dedddd90694	G3-FINAL-009	G3S-2a143dedddd90694-SC-003	1	false
G3S-2a143dedddd90694-L0010	G3S-2a143dedddd90694	G3-FINAL-009	G3S-2a143dedddd90694-SC-001	11	false
G3S-2a143dedddd90694-L0011	G3S-2a143dedddd90694	G3-FINAL-009	G3S-2a143dedddd90694-SC-001	11	false
G3S-2a143dedddd90694-L0012	G3S-2a143dedddd90694	G3-FINAL-009	G3S-2a143dedddd90694-SC-001	11	false
G3S-2a143dedddd90694-L0013	G3S-2a143dedddd90694	G3-FINAL-009	G3S-2a143dedddd90694-SC-001	11	false
G3S-2a143dedddd90694-L0014	G3S-2a143dedddd90694	G3-FINAL-009	G3S-2a143dedddd90694-SC-001	11	false
G3S-3021d6a688e870ed-L0001	G3S-3021d6a688e870ed	G3-FINAL-010	G3S-3021d6a688e870ed-SC-002	1	false
G3S-3021d6a688e870ed-L0002	G3S-3021d6a688e870ed	G3-FINAL-010	G3S-3021d6a688e870ed-SC-001	2	true
G3S-3021d6a688e870ed-L0003	G3S-3021d6a688e870ed	G3-FINAL-010	G3S-3021d6a688e870ed-SC-003	1	false
G3S-3021d6a688e870ed-L0004	G3S-3021d6a688e870ed	G3-FINAL-010	G3S-3021d6a688e870ed-SC-004	1	false
G3S-3021d6a688e870ed-L0005	G3S-3021d6a688e870ed	G3-FINAL-010	G3S-3021d6a688e870ed-SC-005	1	false
G3S-3021d6a688e870ed-L0006	G3S-3021d6a688e870ed	G3-FINAL-010	G3S-3021d6a688e870ed-SC-006	1	false
G3S-3021d6a688e870ed-L0007	G3S-3021d6a688e870ed	G3-FINAL-010	G3S-3021d6a688e870ed-SC-007	1	false
G3S-3021d6a688e870ed-L0008	G3S-3021d6a688e870ed	G3-FINAL-010	G3S-3021d6a688e870ed-SC-001	2	true
G3S-3021d6a688e870ed-L0009	G3S-3021d6a688e870ed	G3-FINAL-010	G3S-3021d6a688e870ed-SC-008	1	false
G3S-3021d6a688e870ed-L0010	G3S-3021d6a688e870ed	G3-FINAL-010	G3S-3021d6a688e870ed-SC-009	1	false
G3S-3021d6a688e870ed-L0011	G3S-3021d6a688e870ed	G3-FINAL-010	G3S-3021d6a688e870ed-SC-010	1	false
G3S-3a4ac119455247b0-L0001	G3S-3a4ac119455247b0	G3-FINAL-011	G3S-3a4ac119455247b0-SC-001	7	false
G3S-3a4ac119455247b0-L0002	G3S-3a4ac119455247b0	G3-FINAL-011	G3S-3a4ac119455247b0-SC-001	7	false
G3S-3a4ac119455247b0-L0003	G3S-3a4ac119455247b0	G3-FINAL-011	G3S-3a4ac119455247b0-SC-001	7	false
G3S-3a4ac119455247b0-L0004	G3S-3a4ac119455247b0	G3-FINAL-011	G3S-3a4ac119455247b0-SC-002	1	false
G3S-3a4ac119455247b0-L0005	G3S-3a4ac119455247b0	G3-FINAL-011	G3S-3a4ac119455247b0-SC-001	7	false
G3S-3a4ac119455247b0-L0006	G3S-3a4ac119455247b0	G3-FINAL-011	G3S-3a4ac119455247b0-SC-001	7	false
G3S-3a4ac119455247b0-L0007	G3S-3a4ac119455247b0	G3-FINAL-011	G3S-3a4ac119455247b0-SC-001	7	false
G3S-3a4ac119455247b0-L0008	G3S-3a4ac119455247b0	G3-FINAL-011	G3S-3a4ac119455247b0-SC-001	7	false
G3S-3bfb2092ea669ef8-L0001	G3S-3bfb2092ea669ef8	G3-FINAL-012	G3S-3bfb2092ea669ef8-SC-002	4	true
G3S-3bfb2092ea669ef8-L0002	G3S-3bfb2092ea669ef8	G3-FINAL-012	G3S-3bfb2092ea669ef8-SC-001	8	false
G3S-3bfb2092ea669ef8-L0003	G3S-3bfb2092ea669ef8	G3-FINAL-012	G3S-3bfb2092ea669ef8-SC-001	8	false
G3S-3bfb2092ea669ef8-L0004	G3S-3bfb2092ea669ef8	G3-FINAL-012	G3S-3bfb2092ea669ef8-SC-002	4	true
G3S-3bfb2092ea669ef8-L0005	G3S-3bfb2092ea669ef8	G3-FINAL-012	G3S-3bfb2092ea669ef8-SC-002	4	true
