observation_id	construct_group_id	union_component_id	bemis_murcko_scaffold	maximum_cross_construct_ecfp_tanimoto	maximum_cross_construct_full_sequence_identity	maximum_cross_construct_site_sequence_identity	incident_relation_types
RCSB-7AXR-S7T-KD	construct-003-fbf3f5c695a3	union-9ad224f6353e	O=C(Nc1ccccc1)c1ccc[nH]1	0.30985915492957744	0.6692913385826772	0.6190476190476191	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;validated_structural_similarity
RCSB-6FSY-E5Q-KD	construct-003-fbf3f5c695a3	union-9ad224f6353e	c1cncc(Cc2cccc(-c3cnoc3)c2)c1	0.2	0.6692913385826772	0.6190476190476191	exact_construct;full_sequence;local_site_sequence;validated_structural_similarity
RCSB-4PS5-2TA-KD	construct-003-fbf3f5c695a3	union-9ad224f6353e	c1ccc(Nc2ccnc(Nc3ccc(OCCN4CCCC4)cc3)n2)cc1	0.3	0.6692913385826772	0.6190476190476191	exact_construct;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-7MR9-ZMM-KD	construct-003-fbf3f5c695a3	union-9ad224f6353e	O=C1CCCN1c1cccc(-c2c[nH]c(=O)c3ccccc23)c1	1.0	0.6692913385826772	0.6190476190476191	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-5D3L-57F-KD	construct-003-fbf3f5c695a3	union-9ad224f6353e	O=C(Nc1ccccc1)c1ccc[nH]1	0.18840579710144928	0.6692913385826772	0.6190476190476191	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-6Q3Z-HG8-KD	construct-003-fbf3f5c695a3	union-9ad224f6353e	O=C1CN(Cc2cccs2)c2nc(Nc3ccc(C4CCNCC4)cc3)ncc2N1	0.20588235294117646	0.6692913385826772	0.6190476190476191	exact_construct;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-5EIS-5OU-KD	construct-003-fbf3f5c695a3	union-9ad224f6353e	O=c1[nH]c(=O)n(Cc2ccccc2)c2nc[nH]c12	0.24242424242424243	0.6692913385826772	0.6190476190476191	exact_construct;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-5D3T-56Y-KD	construct-003-fbf3f5c695a3	union-9ad224f6353e	O=C(NCc1ccccc1)c1ccc[nH]1	0.27419354838709675	0.6692913385826772	0.6190476190476191	exact_construct;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-6Q3Y-HG5-KD	construct-003-fbf3f5c695a3	union-9ad224f6353e	O=C1CN(Cc2ccccc2)c2nc(Nc3ccc(C4CCNCC4)cc3)ncc2N1	0.25	0.6692913385826772	0.6190476190476191	exact_construct;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-5O1E-9GT-KD	construct-004-a02c0b37ee39	union-ab22dcc808e7	c1ccc(-n2cccc2)cc1	0.21153846153846154	0.24050632911392406	0.27586206896551724	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication
RCSB-5O1G-9GK-KD	construct-004-a02c0b37ee39	union-ab22dcc808e7	c1ccc(CCOc2ccccc2-n2cccc2)cc1	0.25862068965517243	0.24050632911392406	0.27586206896551724	exact_construct;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication
RCSB-4AGQ-P96-KD	construct-004-a02c0b37ee39	union-ab22dcc808e7	C(#Cc1cccc(CN2CCCCC2)c1)CNc1ccccc1	0.21686746987951808	0.24050632911392406	0.27586206896551724	exact_construct;full_sequence;local_site_sequence;shared_measurement_publication
RCSB-5AOJ-Y0V-KD	construct-004-a02c0b37ee39	union-ab22dcc808e7	c1ccc(-n2cccc2)cc1	0.2682926829268293	0.24050632911392406	0.27586206896551724	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication
RCSB-5O1D-9GW-KD	construct-004-a02c0b37ee39	union-ab22dcc808e7	c1ccc(-n2cccc2)cc1	0.24358974358974358	0.24050632911392406	0.27586206896551724	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication
RCSB-5O1C-9GZ-KD	construct-004-a02c0b37ee39	union-ab22dcc808e7	c1ccc(-c2ccccc2-n2cccc2)cc1	0.24489795918367346	0.24050632911392406	0.27586206896551724	exact_construct;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication
RCSB-5O1I-9GH-KD	construct-004-a02c0b37ee39	union-ab22dcc808e7	c1cc(-n2cccc2)c2scnc2c1	0.2028985507246377	0.24050632911392406	0.27586206896551724	exact_construct;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication
RCSB-5O1H-9GN-KD	construct-004-a02c0b37ee39	union-ab22dcc808e7	c1ccc(-n2cccc2)cc1	0.24	0.24050632911392406	0.27586206896551724	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication
RCSB-5O1B-9H2-KD	construct-004-a02c0b37ee39	union-ab22dcc808e7	c1ccc(-n2cccc2)cc1	0.2	0.24050632911392406	0.27586206896551724	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication
RCSB-6RQB-Q47-KD	construct-005-6f4aa0a92e90	union-9ad224f6353e	O=C1NC(Cc2ccccc2)C(=O)NC1Cc1ccccc1	0.2682926829268293	0.25327510917030566	0.28	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-6RQ6-R2H-KD	construct-005-6f4aa0a92e90	union-9ad224f6353e	O=C1NC(Cc2ccccc2)C(=O)NC1Cc1ccccc1	0.2826086956521739	0.25327510917030566	0.28	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-6RQ0-KE2-KD	construct-005-6f4aa0a92e90	union-9ad224f6353e	O=C1NC(Cc2ccccc2)C(=O)NC1Cc1ccccc1	0.2826086956521739	0.25327510917030566	0.28	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-6RQ9-KEQ-KD	construct-005-6f4aa0a92e90	union-9ad224f6353e	O=C1NC(Cc2ccccc2)C(=O)NC1Cc1ccccc1	0.2807017543859649	0.25327510917030566	0.28	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-6RQD-KEW-KD	construct-005-6f4aa0a92e90	union-9ad224f6353e	O=C1NC(Cc2ccccc2)C(=O)NC1Cc1ccccc1	0.2682926829268293	0.25327510917030566	0.28	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-6RQ1-KE5-KD	construct-005-6f4aa0a92e90	union-9ad224f6353e	O=C1NC(Cc2ccccc2)C(=O)NC1Cc1ccccc1	0.26506024096385544	0.25327510917030566	0.28	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-6RQ8-KEH-KD	construct-005-6f4aa0a92e90	union-9ad224f6353e	O=C1NC(Cc2ccccc2)C(=O)NC1Cc1ccccc1	0.2553191489361702	0.25327510917030566	0.28	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-6RQ5-KEB-KD	construct-005-6f4aa0a92e90	union-9ad224f6353e	O=C1NC(Cc2ccccc2)C(=O)NC1Cc1ccccc1	0.25609756097560976	0.25327510917030566	0.28	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-6UIK-Q8M-KD	construct-006-4c5802bc11cc	union-9ad224f6353e	O=S(=O)(Nc1cn(C2CCCC2)cn1)c1ccccc1	0.273972602739726	0.977491961414791	0.9047619047619048	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-6U8O-Q1G-KD	construct-006-4c5802bc11cc	union-9ad224f6353e	O=S(=O)(Nc1cccc(C2CCC2)c1)c1ccccc1	0.3188405797101449	0.977491961414791	0.9047619047619048	exact_construct;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-6UIF-Q8P-KD	construct-006-4c5802bc11cc	union-9ad224f6353e	O=S(=O)(Nc1cn(C2CCCC2)cn1)c1ccccc1	0.28205128205128205	0.977491961414791	0.9047619047619048	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-6UJ4-Q8S-KD	construct-006-4c5802bc11cc	union-9ad224f6353e	O=S(=O)(Nc1cn(C2CCCC2)cn1)c1ccccc1	0.28378378378378377	0.977491961414791	0.9047619047619048	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-6UOZ-QF1-KD	construct-006-4c5802bc11cc	union-9ad224f6353e	O=S(=O)(Nc1cn(C2CCCC2)cn1)c1ccccc1	0.27631578947368424	0.977491961414791	0.9047619047619048	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-6U5M-Q0S-KD	construct-006-4c5802bc11cc	union-9ad224f6353e	O=S(=O)(Nc1ccccc1)c1ccccc1	0.3088235294117647	0.977491961414791	0.9047619047619048	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-6U8L-Q1P-KD	construct-006-4c5802bc11cc	union-9ad224f6353e	O=S(=O)(Nc1cccc(C2CC2)c1)c1ccccc1	0.4153846153846154	0.977491961414791	0.9047619047619048	exact_construct;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-5U4D-XLO-KD	construct-007-c863deb44383	union-9ad224f6353e	C(=Cc1ccccc1)c1ccccc1	0.3333333333333333	0.9921875	0.8571428571428571	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-5U4F-IWW-KD	construct-007-c863deb44383	union-9ad224f6353e	C(=Cc1ccccc1)c1ccccc1	0.25	0.9921875	0.8571428571428571	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-5U49-S2L-KD	construct-007-c863deb44383	union-9ad224f6353e	C(=Cc1ccccc1)c1ccccc1	0.34375	0.9921875	0.8571428571428571	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-5U4E-XLB-KD	construct-007-c863deb44383	union-9ad224f6353e	C(=Cc1ccccc1)c1ccccc1	0.22807017543859648	0.9921875	0.8571428571428571	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-5U48-S4B-KD	construct-007-c863deb44383	union-9ad224f6353e	C(=Cc1ccccc1)c1ccccc1	0.20588235294117646	0.9921875	0.8571428571428571	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-5U4A-7VG-KD	construct-007-c863deb44383	union-9ad224f6353e	C(=Cc1ccccc1)c1ccccc1	0.2631578947368421	0.9921875	0.8571428571428571	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-5U4C-XBS-KD	construct-007-c863deb44383	union-9ad224f6353e	C(=Cc1ccccc1)c1ccccc1	0.26	0.9921875	0.8571428571428571	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-3SHY-5FO-KD	construct-008-60863bf56b3f	union-9ad224f6353e	O=c1ccnc(-c2cccc(S(=O)(=O)N3CCNCC3)c2)[nH]1	0.23255813953488372	0.271505376344086	0.2857142857142857	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-4OEX-5EO-KD	construct-008-60863bf56b3f	union-9ad224f6353e	O=c1ccnc(-c2cccc(S(=O)(=O)N3CCNCC3)c2)[nH]1	0.21176470588235294	0.271505376344086	0.2857142857142857	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-4G2W-NI0-KD	construct-008-60863bf56b3f	union-9ad224f6353e	O=c1ccnc(-c2cccc(S(=O)(=O)N3CCNCC3)c2)[nH]1	0.2079207920792079	0.271505376344086	0.2857142857142857	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;validated_structural_similarity
RCSB-4OEW-5IO-KD	construct-008-60863bf56b3f	union-9ad224f6353e	O=c1ccnc(-c2cccc(S(=O)(=O)N3CCNCC3)c2)[nH]1	0.24358974358974358	0.271505376344086	0.2857142857142857	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-6IWI-B0C-KD	construct-008-60863bf56b3f	union-9ad224f6353e	O=C(CN1CCNCC1)Nc1cccc(-c2nccc(=O)[nH]2)c1	0.25842696629213485	0.271505376344086	0.2857142857142857	exact_construct;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;validated_structural_similarity
RCSB-3SHZ-5CO-KD	construct-008-60863bf56b3f	union-9ad224f6353e	O=c1ccnc(-c2cccc(S(=O)(=O)N3CCNCC3)c2)[nH]1	0.21782178217821782	0.271505376344086	0.2857142857142857	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-6I0Z-GZQ-KD	construct-009-2b786a6db716	union-9ad224f6353e	c1ccccc1	0.2647058823529412	0.23277467411545624	0.34615384615384615	exact_construct;exact_scaffold;full_sequence;local_site_sequence;shared_measurement_publication;shared_structure_publication
RCSB-6I13-H0Q-KD	construct-009-2b786a6db716	union-9ad224f6353e	O=C(Nc1cn[nH]c1)c1cn(Cc2ccccc2)c(=O)c2ccccc12	0.2916666666666667	0.23277467411545624	0.34615384615384615	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication
RCSB-6I11-H0H-KD	construct-009-2b786a6db716	union-9ad224f6353e	O=C(Nc1cn[nH]c1)c1cn(Cc2ccccc2)c(=O)c2ccccc12	0.3050847457627119	0.23277467411545624	0.34615384615384615	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication
RCSB-6I14-GZN-KD	construct-009-2b786a6db716	union-9ad224f6353e	O=C(Nc1cn[nH]c1)c1cn(Cc2ccccc2)c(=O)c2ccccc12	0.273972602739726	0.23277467411545624	0.34615384615384615	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication
RCSB-4B33-1NP-KD	construct-010-2fedea507c74	union-9ad224f6353e	c1ccc2ccccc2c1	0.5384615384615384	0.24686192468619247	0.35294117647058826	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication
