observation_id	construct_group_id	union_component_id	bemis_murcko_scaffold	maximum_cross_construct_ecfp_tanimoto	maximum_cross_construct_full_sequence_identity	maximum_cross_construct_site_sequence_identity	incident_relation_types
RCSB-4UGH-4V4-KD	construct-001-c5158f5b655d	union-fd8f6064dd3f	c1ccc(CCc2ccccn2)cc1	0.1875	0.2393617021276596	0.2727272727272727	exact_construct;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication
RCSB-4UGL-S90-KD	construct-001-c5158f5b655d	union-fd8f6064dd3f	c1ccc(CCc2cccc(NC3CC3)c2)nc1	0.17647058823529413	0.2393617021276596	0.2727272727272727	exact_construct;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication
RCSB-4UGD-Q14-KD	construct-001-c5158f5b655d	union-fd8f6064dd3f	c1ccc(COCCCOCc2ccccn2)nc1	0.17543859649122806	0.2393617021276596	0.2727272727272727	exact_construct;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication
RCSB-4UGG-S5D-KD	construct-001-c5158f5b655d	union-fd8f6064dd3f	c1ccc(CCc2cccc(CCc3ccccn3)c2)nc1	0.2328767123287671	0.2393617021276596	0.2727272727272727	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication
RCSB-4UG9-1EW-KD	construct-001-c5158f5b655d	union-fd8f6064dd3f	c1ccc(CCc2cccc(CCc3ccccn3)c2)nc1	0.30612244897959184	0.2393617021276596	0.2727272727272727	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication
RCSB-4UGC-1Q6-KD	construct-001-c5158f5b655d	union-fd8f6064dd3f	c1ccc(COCCOCc2ccccn2)nc1	0.18181818181818182	0.2393617021276596	0.2727272727272727	exact_construct;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication
RCSB-4UGO-1QF-KD	construct-001-c5158f5b655d	union-fd8f6064dd3f	N=C(Nc1ccc(CCNCc2cccc(NC(=N)c3cccs3)c2)cc1)c1cccs1	0.26582278481012656	0.2393617021276596	0.2727272727272727	exact_construct;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication
RCSB-4UGB-QJ7-KD	construct-001-c5158f5b655d	union-fd8f6064dd3f	c1ccc(CCNCc2cncc(OCc3ccccn3)c2)cc1	0.20930232558139536	0.2393617021276596	0.2727272727272727	exact_construct;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication
RCSB-4UGN-H49-KD	construct-001-c5158f5b655d	union-fd8f6064dd3f	N=C(Nc1cccc(CNCC2CCCN2)c1)c1cccs1	0.25675675675675674	0.2393617021276596	0.2727272727272727	exact_construct;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication
RCSB-5MYG-LS8-KD	construct-002-cb5cf2af5e4a	union-7fc6a1492685	O=c1ccc2cc(NS(=O)(=O)c3ccccc3)ccc2[nH]1	0.2289156626506024	0.36585365853658536	0.5333333333333333	exact_construct;full_sequence;local_site_sequence;shared_measurement_publication;validated_structural_similarity
RCSB-5EWH-5SG-KD	construct-002-cb5cf2af5e4a	union-7fc6a1492685	c1ccc2cnccc2c1	0.5384615384615384	0.36585365853658536	0.5333333333333333	exact_construct;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-5C85-4YO-KD	construct-002-cb5cf2af5e4a	union-7fc6a1492685	O=C1CNc2ccccc2N1	0.24528301886792453	0.36585365853658536	0.5333333333333333	exact_construct;exact_scaffold;full_sequence;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-5O4S-9KW-KD	construct-002-cb5cf2af5e4a	union-7fc6a1492685	O=c1[nH]c2cc(NS(=O)(=O)c3ccc4c(c3)CCCC4)c(N3CCOCC3)cc2[nH]c1=O	0.24096385542168675	0.36585365853658536	0.5333333333333333	exact_construct;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-5EPR-5QY-KD	construct-002-cb5cf2af5e4a	union-7fc6a1492685	O=C1CNc2ccccc2N1	0.22727272727272727	0.36585365853658536	0.5333333333333333	exact_construct;exact_scaffold;full_sequence;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-5OV8-AXN-KD	construct-002-cb5cf2af5e4a	union-7fc6a1492685	O=c1[nH]c2cc(NS(=O)(=O)c3ccccc3)c(N3CCCC3)cc2[nH]c1=O	0.2549019607843137	0.36585365853658536	0.5333333333333333	exact_construct;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-5O55-9L5-KD	construct-002-cb5cf2af5e4a	union-7fc6a1492685	O=C(NCc1cn[nH]c1)c1ccc2[nH]c(=O)cnc2c1	0.24285714285714285	0.36585365853658536	0.5333333333333333	exact_construct;full_sequence;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-5D7X-XZ8-KD	construct-002-cb5cf2af5e4a	union-7fc6a1492685	O=c1[nH][nH]cc1-c1c[nH]c2ccccc12	0.4	0.36585365853658536	0.5333333333333333	exact_construct;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-5O5A-9LN-KD	construct-002-cb5cf2af5e4a	union-7fc6a1492685	O=C(NCc1cnn(-c2ccccc2)c1)c1ccc2[nH]c(=O)c(=O)[nH]c2c1	0.2716049382716049	0.36585365853658536	0.5333333333333333	exact_construct;full_sequence;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-5EPS-5QX-KD	construct-002-cb5cf2af5e4a	union-7fc6a1492685	O=C1CNc2ccccc2N1	0.21818181818181817	0.36585365853658536	0.5333333333333333	exact_construct;exact_scaffold;full_sequence;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-4O76-1M3-KD	construct-003-fbf3f5c695a3	union-7fc6a1492685	c1ccc(Nc2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)cc1	0.4367816091954023	0.33088235294117646	0.5263157894736842	exact_construct;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-7MRA-ZMJ-KD	construct-003-fbf3f5c695a3	union-7fc6a1492685	O=c1[nH]cc(-c2ccccc2)c2ccccc12	0.2916666666666667	0.33088235294117646	0.5263157894736842	exact_construct;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-5D26-L28-KD	construct-003-fbf3f5c695a3	union-7fc6a1492685	O=C(Nc1ccccc1)c1ccc[nH]1	0.22058823529411764	0.33088235294117646	0.5263157894736842	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-5EGU-5NQ-KD	construct-003-fbf3f5c695a3	union-7fc6a1492685	O=c1[nH]c(=O)c2[nH]c(CSc3nc4ncccn4n3)nc2[nH]1	0.18085106382978725	0.33088235294117646	0.5263157894736842	exact_construct;full_sequence;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-6TPZ-NV2-KD	construct-003-fbf3f5c695a3	union-7fc6a1492685	O=c1ccc(-c2nc3cc(N4CCOCC4)ccc3[nH]2)c[nH]1	0.30303030303030304	0.33088235294117646	0.5263157894736842	exact_construct;full_sequence;local_site_sequence;validated_structural_similarity
RCSB-6FO5-DZH-KD	construct-003-fbf3f5c695a3	union-7fc6a1492685	O=C1CCCc2cc(S(=O)(=O)NCc3ccc(Cn4c(=O)[nH]c(=O)c5[nH]cnc54)cc3)ccc2N1	0.23655913978494625	0.33088235294117646	0.5263157894736842	exact_construct;full_sequence;ligand_tanimoto;local_site_sequence;validated_structural_similarity
RCSB-7AXR-S7T-KD	construct-003-fbf3f5c695a3	union-7fc6a1492685	O=C(Nc1ccccc1)c1ccc[nH]1	0.30985915492957744	0.33088235294117646	0.5263157894736842	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;validated_structural_similarity
RCSB-6FSY-E5Q-KD	construct-003-fbf3f5c695a3	union-7fc6a1492685	c1cncc(Cc2cccc(-c3cnoc3)c2)c1	0.2	0.33088235294117646	0.5263157894736842	exact_construct;full_sequence;local_site_sequence;validated_structural_similarity
RCSB-4PS5-2TA-KD	construct-003-fbf3f5c695a3	union-7fc6a1492685	c1ccc(Nc2ccnc(Nc3ccc(OCCN4CCCC4)cc3)n2)cc1	0.3	0.33088235294117646	0.5263157894736842	exact_construct;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-7MR9-ZMM-KD	construct-003-fbf3f5c695a3	union-7fc6a1492685	O=C1CCCN1c1cccc(-c2c[nH]c(=O)c3ccccc23)c1	0.23728813559322035	0.33088235294117646	0.5263157894736842	exact_construct;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-5D3L-57F-KD	construct-003-fbf3f5c695a3	union-7fc6a1492685	O=C(Nc1ccccc1)c1ccc[nH]1	0.18840579710144928	0.33088235294117646	0.5263157894736842	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-6Q3Z-HG8-KD	construct-003-fbf3f5c695a3	union-7fc6a1492685	O=C1CN(Cc2cccs2)c2nc(Nc3ccc(C4CCNCC4)cc3)ncc2N1	0.20588235294117646	0.33088235294117646	0.5263157894736842	exact_construct;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-5EIS-5OU-KD	construct-003-fbf3f5c695a3	union-7fc6a1492685	O=c1[nH]c(=O)n(Cc2ccccc2)c2nc[nH]c12	0.21518987341772153	0.33088235294117646	0.5263157894736842	exact_construct;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-5D3T-56Y-KD	construct-003-fbf3f5c695a3	union-7fc6a1492685	O=C(NCc1ccccc1)c1ccc[nH]1	0.2716049382716049	0.33088235294117646	0.5263157894736842	exact_construct;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-6Q3Y-HG5-KD	construct-003-fbf3f5c695a3	union-7fc6a1492685	O=C1CN(Cc2ccccc2)c2nc(Nc3ccc(C4CCNCC4)cc3)ncc2N1	0.24770642201834864	0.33088235294117646	0.5263157894736842	exact_construct;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-5O1E-9GT-KD	construct-004-a02c0b37ee39	union-ab22dcc808e7	c1ccc(-n2cccc2)cc1	0.21153846153846154	0.24031007751937986	0.2727272727272727	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication
RCSB-5O1G-9GK-KD	construct-004-a02c0b37ee39	union-ab22dcc808e7	c1ccc(CCOc2ccccc2-n2cccc2)cc1	0.25862068965517243	0.24031007751937986	0.2727272727272727	exact_construct;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication
RCSB-4AGQ-P96-KD	construct-004-a02c0b37ee39	union-ab22dcc808e7	C(#Cc1cccc(CN2CCCCC2)c1)CNc1ccccc1	0.19736842105263158	0.24031007751937986	0.2727272727272727	exact_construct;full_sequence;local_site_sequence;shared_measurement_publication
RCSB-5AOJ-Y0V-KD	construct-004-a02c0b37ee39	union-ab22dcc808e7	c1ccc(-n2cccc2)cc1	0.2682926829268293	0.24031007751937986	0.2727272727272727	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication
RCSB-5O1D-9GW-KD	construct-004-a02c0b37ee39	union-ab22dcc808e7	c1ccc(-n2cccc2)cc1	0.24358974358974358	0.24031007751937986	0.2727272727272727	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication
RCSB-5O1C-9GZ-KD	construct-004-a02c0b37ee39	union-ab22dcc808e7	c1ccc(-c2ccccc2-n2cccc2)cc1	0.24489795918367346	0.24031007751937986	0.2727272727272727	exact_construct;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication
RCSB-5O1I-9GH-KD	construct-004-a02c0b37ee39	union-ab22dcc808e7	c1cc(-n2cccc2)c2scnc2c1	0.2028985507246377	0.24031007751937986	0.2727272727272727	exact_construct;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication
RCSB-5O1H-9GN-KD	construct-004-a02c0b37ee39	union-ab22dcc808e7	c1ccc(-n2cccc2)cc1	0.24	0.24031007751937986	0.2727272727272727	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication
RCSB-5O1B-9H2-KD	construct-004-a02c0b37ee39	union-ab22dcc808e7	c1ccc(-n2cccc2)cc1	0.2	0.24031007751937986	0.2727272727272727	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication
RCSB-6RQB-Q47-KD	construct-005-6f4aa0a92e90	union-7fc6a1492685	O=C1NC(Cc2ccccc2)C(=O)NC1Cc1ccccc1	0.2553191489361702	0.23965141612200436	0.2608695652173913	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-6RQ6-R2H-KD	construct-005-6f4aa0a92e90	union-7fc6a1492685	O=C1NC(Cc2ccccc2)C(=O)NC1Cc1ccccc1	0.2826086956521739	0.23965141612200436	0.2608695652173913	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-6RQ0-KE2-KD	construct-005-6f4aa0a92e90	union-7fc6a1492685	O=C1NC(Cc2ccccc2)C(=O)NC1Cc1ccccc1	0.2826086956521739	0.23965141612200436	0.2608695652173913	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-6RQ9-KEQ-KD	construct-005-6f4aa0a92e90	union-7fc6a1492685	O=C1NC(Cc2ccccc2)C(=O)NC1Cc1ccccc1	0.2807017543859649	0.23965141612200436	0.2608695652173913	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-6RQD-KEW-KD	construct-005-6f4aa0a92e90	union-7fc6a1492685	O=C1NC(Cc2ccccc2)C(=O)NC1Cc1ccccc1	0.2553191489361702	0.23965141612200436	0.2608695652173913	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-6RQ1-KE5-KD	construct-005-6f4aa0a92e90	union-7fc6a1492685	O=C1NC(Cc2ccccc2)C(=O)NC1Cc1ccccc1	0.25	0.23965141612200436	0.2608695652173913	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-6RQ8-KEH-KD	construct-005-6f4aa0a92e90	union-7fc6a1492685	O=C1NC(Cc2ccccc2)C(=O)NC1Cc1ccccc1	0.2553191489361702	0.23965141612200436	0.2608695652173913	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-6RQ5-KEB-KD	construct-005-6f4aa0a92e90	union-7fc6a1492685	O=C1NC(Cc2ccccc2)C(=O)NC1Cc1ccccc1	0.23404255319148937	0.23965141612200436	0.2608695652173913	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-6UIK-Q8M-KD	construct-006-4c5802bc11cc	union-afa43870f05e	O=S(=O)(Nc1cn(C2CCCC2)cn1)c1ccccc1	0.21875	0.2415902140672783	0.3333333333333333	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication
RCSB-6U8O-Q1G-KD	construct-006-4c5802bc11cc	union-afa43870f05e	O=S(=O)(Nc1cccc(C2CCC2)c1)c1ccccc1	0.22807017543859648	0.2415902140672783	0.3333333333333333	exact_construct;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication
RCSB-6UIF-Q8P-KD	construct-006-4c5802bc11cc	union-afa43870f05e	O=S(=O)(Nc1cn(C2CCCC2)cn1)c1ccccc1	0.234375	0.2415902140672783	0.3333333333333333	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication
RCSB-6UJ4-Q8S-KD	construct-006-4c5802bc11cc	union-afa43870f05e	O=S(=O)(Nc1cn(C2CCCC2)cn1)c1ccccc1	0.21212121212121213	0.2415902140672783	0.3333333333333333	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication
RCSB-6UOZ-QF1-KD	construct-006-4c5802bc11cc	union-afa43870f05e	O=S(=O)(Nc1cn(C2CCCC2)cn1)c1ccccc1	0.20588235294117646	0.2415902140672783	0.3333333333333333	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication
RCSB-6U5M-Q0S-KD	construct-006-4c5802bc11cc	union-afa43870f05e	O=S(=O)(Nc1ccccc1)c1ccccc1	0.20253164556962025	0.2415902140672783	0.3333333333333333	exact_construct;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication
RCSB-6U8L-Q1P-KD	construct-006-4c5802bc11cc	union-afa43870f05e	O=S(=O)(Nc1cccc(C2CC2)c1)c1ccccc1	0.2222222222222222	0.2415902140672783	0.3333333333333333	exact_construct;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication
RCSB-5U4D-XLO-KD	construct-007-c863deb44383	union-7fc6a1492685	C(=Cc1ccccc1)c1ccccc1	0.24528301886792453	0.9921875	0.8571428571428571	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-5U4F-IWW-KD	construct-007-c863deb44383	union-7fc6a1492685	C(=Cc1ccccc1)c1ccccc1	0.1951219512195122	0.9921875	0.8571428571428571	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-5U49-S2L-KD	construct-007-c863deb44383	union-7fc6a1492685	C(=Cc1ccccc1)c1ccccc1	0.2647058823529412	0.9921875	0.8571428571428571	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-5U4E-XLB-KD	construct-007-c863deb44383	union-7fc6a1492685	C(=Cc1ccccc1)c1ccccc1	0.21052631578947367	0.9921875	0.8571428571428571	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-5U48-S4B-KD	construct-007-c863deb44383	union-7fc6a1492685	C(=Cc1ccccc1)c1ccccc1	0.20588235294117646	0.9921875	0.8571428571428571	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-5U4A-7VG-KD	construct-007-c863deb44383	union-7fc6a1492685	C(=Cc1ccccc1)c1ccccc1	0.18518518518518517	0.9921875	0.8571428571428571	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-5U4C-XBS-KD	construct-007-c863deb44383	union-7fc6a1492685	C(=Cc1ccccc1)c1ccccc1	0.23255813953488372	0.9921875	0.8571428571428571	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-3SHY-5FO-KD	construct-008-60863bf56b3f	union-7fc6a1492685	O=c1ccnc(-c2cccc(S(=O)(=O)N3CCNCC3)c2)[nH]1	0.23255813953488372	0.25753424657534246	0.28	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-4OEX-5EO-KD	construct-008-60863bf56b3f	union-7fc6a1492685	O=c1ccnc(-c2cccc(S(=O)(=O)N3CCNCC3)c2)[nH]1	0.21176470588235294	0.25753424657534246	0.28	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-4G2W-NI0-KD	construct-008-60863bf56b3f	union-7fc6a1492685	O=c1ccnc(-c2cccc(S(=O)(=O)N3CCNCC3)c2)[nH]1	0.2079207920792079	0.25753424657534246	0.28	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;validated_structural_similarity
RCSB-4OEW-5IO-KD	construct-008-60863bf56b3f	union-7fc6a1492685	O=c1ccnc(-c2cccc(S(=O)(=O)N3CCNCC3)c2)[nH]1	0.24358974358974358	0.25753424657534246	0.28	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-6IWI-B0C-KD	construct-008-60863bf56b3f	union-7fc6a1492685	O=C(CN1CCNCC1)Nc1cccc(-c2nccc(=O)[nH]2)c1	0.25842696629213485	0.25753424657534246	0.28	exact_construct;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;validated_structural_similarity
RCSB-3SHZ-5CO-KD	construct-008-60863bf56b3f	union-7fc6a1492685	O=c1ccnc(-c2cccc(S(=O)(=O)N3CCNCC3)c2)[nH]1	0.21782178217821782	0.25753424657534246	0.28	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication;validated_structural_similarity
RCSB-6I0Z-GZQ-KD	construct-009-2b786a6db716	union-7fc6a1492685	c1ccccc1	0.24444444444444444	0.22719141323792486	0.3157894736842105	exact_construct;exact_scaffold;full_sequence;local_site_sequence;shared_measurement_publication;shared_structure_publication
RCSB-6I13-H0Q-KD	construct-009-2b786a6db716	union-7fc6a1492685	O=C(Nc1cn[nH]c1)c1cn(Cc2ccccc2)c(=O)c2ccccc12	0.2916666666666667	0.22719141323792486	0.3157894736842105	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication
RCSB-6I11-H0H-KD	construct-009-2b786a6db716	union-7fc6a1492685	O=C(Nc1cn[nH]c1)c1cn(Cc2ccccc2)c(=O)c2ccccc12	0.3050847457627119	0.22719141323792486	0.3157894736842105	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication
RCSB-6I14-GZN-KD	construct-009-2b786a6db716	union-7fc6a1492685	O=C(Nc1cn[nH]c1)c1cn(Cc2ccccc2)c(=O)c2ccccc12	0.273972602739726	0.22719141323792486	0.3157894736842105	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication
RCSB-4B33-1NP-KD	construct-010-2fedea507c74	union-7fc6a1492685	c1ccc2ccccc2c1	0.5384615384615384	0.24031007751937986	0.35294117647058826	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication
RCSB-4B32-03V-KD	construct-010-2fedea507c74	union-7fc6a1492685	c1ccc2ccccc2c1	0.3055555555555556	0.24031007751937986	0.35294117647058826	exact_construct;exact_scaffold;full_sequence;ligand_tanimoto;local_site_sequence;shared_measurement_publication;shared_structure_publication
